num_type_filtersize_age_load,trialnum,type,filtersize,filter_g_per_in2,age,load,imgname,area1,area2,area3,avgarea,areafiltermass,wrinkleDV,wrinklemagnitude,vialmass1,vialmass2,vialmass3,avgvialmass,filtervialmass1,filtervialmass2,filtervialmass3,avgfiltervialmass,avgfiltermass,fibermass
1_R2_20_AGED_FRONT,1,R2,20,NA,AGED,FRONT,1528,NA,NA,NA,110.065,0.396074988,1,large,13.0769,13.0767,,13.0768,13.4969,13.497,,13.49695,0.42015,0.024075012
1_R2_333_AGED_FRONT,1,R2,333,NA,AGED,FRONT,1529,NA,NA,NA,102.052,1.147862223,0,0,13.1101,13.1099,,13.11,14.3955,14.3962,14.3961,14.39615,1.28615,0.138287777
2_R2_20_AGED_FRONT,2,R2,20,NA,AGED,FRONT,1531,NA,NA,NA,109.264,0.39377295,1,very slight,13.2713,13.271,,13.27115,13.6832,13.6833,,13.68325,0.4121,0.01832705
2_R2_333_AGED_FRONT,2,R2,333,NA,AGED,FRONT,1533,NA,NA,NA,103.451,1.163197992,0,0,13.3603,13.3602,,13.36025,14.6644,14.6645,,14.66445,1.3042,0.141002008
3_R2_20_AGED_FRONT,3,R2,20,NA,AGED,FRONT,1535,NA,NA,NA,105.174,0.3795435,0,0,13.2055,13.2057,,13.2056,13.6078,13.6073,13.6074,13.60735,0.40175,0.0222065
3_R2_333_AGED_FRONT,3,R2,333,NA,AGED,FRONT,1538,NA,NA,NA,102.756,1.153692286,0,0,13.2897,13.2895,,13.2896,14.5831,14.5829,,14.583,1.2934,0.139707714
1_BS_20_AGED_FRONT,1,BS,20,NA,AGED,FRONT,1540,NA,NA,NA,108.778,0.392510306,1,medium,13.4508,13.4508,,13.4508,13.8672,13.8671,,13.86715,0.41635,0.023839694
1_BS_333_AGED_FRONT,1,BS,333,NA,AGED,FRONT,1543,NA,NA,NA,102.675,1.167580191,0,0,13.2962,13.2959,,13.29605,14.5907,14.5907,,14.5907,1.29465,0.127069809
2_BS_20_AGED_FRONT,2,BS,20,NA,AGED,FRONT,1544,NA,NA,NA,101.949,0.364550973,1,very slight,13.1367,13.1367,,13.1367,13.5218,13.5218,,13.5218,0.3851,0.020549027
2_BS_333_AGED_FRONT,2,BS,333,NA,AGED,FRONT,1547,NA,NA,NA,104.38,1.170759699,0,0,13.2393,13.2394,,13.23935,14.553,14.553,,14.553,1.31365,0.142890301
3_BS_20_AGED_FRONT,3,BS,20,NA,AGED,FRONT,1549,NA,NA,NA,106.137,0.382947149,1,slight,13.537,13.5367,,13.53685,13.9417,13.9414,13.9418,13.9416,0.40475,0.021802851
3_BS_333_AGED_FRONT,3,BS,333,NA,AGED,FRONT,1550,NA,NA,NA,106.095,1.191301985,1,very slight,13.3643,13.3644,,13.36435,14.6911,14.6912,,14.69115,1.3268,0.135498015
1_NR_20_AGED_FRONT,1,NR,20,NA,AGED,FRONT,1559,NA,NA,NA,108.436,0.390812141,0,0,13.3221,13.3219,,13.322,13.8715,13.8716,,13.87155,0.54955,0.158737859
1_NR_333_AGED_FRONT,1,NR,333,NA,AGED,FRONT,1560,NA,NA,NA,103.125,1.152655616,0,0,13.3045,13.3045,,13.3045,14.4724,14.4725,,14.47245,1.3057,0.015294384
2_NR_20_AGED_FRONT,2,NR,20,NA,AGED,FRONT,1558,NA,NA,NA,108.089,0.386517321,1,slight,13.2689,13.2687,,13.2688,13.6552,13.6557,13.6559,13.6558,0.387,0.000482679
2_NR_333_AGED_FRONT,2,NR,333,NA,AGED,FRONT,1555,NA,NA,NA,102.229,1.155516594,0,0,13.1478,13.1477,,13.14775,14.4728,14.4727,,14.47275,1.325,0.169483406
3_NR_20_AGED_FRONT,3,NR,20,NA,AGED,FRONT,1552,NA,NA,NA,99.849,0.359024618,1,medium,13.3091,13.3092,,13.30915,13.687,13.6869,,13.68695,0.3778,0.018775382
3_NR_333_AGED_FRONT,3,NR,333,NA,AGED,FRONT,1554,NA,NA,NA,101.619,1.146238685,1,slight,13.1378,13.1374,,13.1376,14.4308,14.4308,,14.4308,1.2932,0.146961315
1_CO_20_AGED_FRONT,1,CO,20,NA,AGED,FRONT,1564,NA,NA,NA,108.387,0.390738944,0,0,13.2993,13.2992,,13.29925,13.7134,13.7131,13.7134,13.71325,0.414,0.023261056
1_CO_333_AGED_FRONT,1,CO,333,NA,AGED,FRONT,1565,NA,NA,NA,99.408,1.130816045,0,0,13.4466,13.4465,,13.44655,14.7123,14.7119,14.7123,14.7121,1.26555,0.134733955
2_CO_20_AGED_FRONT,2,CO,20,NA,AGED,FRONT,1568,NA,NA,NA,108.24,0.387291377,0,0,13.2259,13.2258,,13.22585,13.6387,13.6383,13.6384,13.63835,0.4125,0.025208623
2_CO_333_AGED_FRONT,2,CO,333,NA,AGED,FRONT,1570,NA,NA,NA,99.733,1.131134575,0,0,13.0715,13.0714,,13.07145,14.3434,14.343,14.3432,14.3431,1.27165,0.140515425
3_CO_20_AGED_FRONT,3,CO,20,NA,AGED,FRONT,1573,NA,NA,NA,108.679,0.390932916,1,slight,13.4439,13.4438,,13.44385,13.8624,13.8625,,13.86245,0.4186,0.027667084
3_CO_333_AGED_FRONT,3,CO,333,NA,AGED,FRONT,1575,NA,NA,NA,102.185,1.151086132,0,0,13.3986,13.3986,,13.3986,14.7073,14.7077,14.7072,14.70745,1.30885,0.157763868
1_ST_20_AGED_TOP,1,ST,20,NA,AGED,TOP,1576,NA,NA,NA,101.747,0.363791557,0,0,13.4165,13.4162,,13.41635,13.8029,13.8023,13.8027,13.8025,0.38615,0.022358443
1_ST_333_AGED_TOP,1,ST,333,NA,AGED,TOP,1578,NA,NA,NA,105.219,1.168020342,0,0,13.3985,13.3985,,13.3985,14.7279,14.7276,14.7277,14.72765,1.32915,0.161129658
2_ST_20_AGED_TOP,2,ST,20,NA,AGED,TOP,1580,NA,NA,NA,105.189,0.37975577,1,slight,13.1642,13.1644,,13.1643,13.5656,13.5654,,13.5655,0.4012,0.02144423
2_ST_333_AGED_TOP,2,ST,333,NA,AGED,TOP,1582,NA,NA,NA,105.54,1.204929275,0,0,13.4479,13.4478,,13.44785,14.7932,14.7935,14.7931,14.7933,1.34545,0.140520725
3_ST_20_AGED_TOP,3,ST,20,NA,AGED,TOP,1585,NA,NA,NA,106.062,0.378511425,0,0,13.3298,13.3298,,13.3298,13.7289,13.7288,,13.72885,0.39905,0.020538575
3_ST_333_AGED_TOP,3,ST,333,NA,AGED,TOP,1587,NA,NA,NA,102.429,1.146360306,0,0,13.5153,13.5154,,13.51535,14.8458,14.8456,,14.8457,1.33035,0.183989694
4_ST_20_AGED_TOP,4,ST,20,NA,AGED,TOP,1589,NA,NA,NA,105.172,0.37523953,1,slight,13.3149,13.3148,,13.31485,13.7261,13.7255,13.7255,13.7255,0.41065,0.03541047
4_ST_333_AGED_TOP,4,ST,333,NA,AGED,TOP,1593,NA,NA,NA,100.675,1.128603709,0,0,13.3549,13.3533,,13.3541,14.6186,14.6185,,14.61855,1.26445,0.135846291
1_R2_20_AGED_TOP,1,R2,20,NA,AGED,TOP,1594,NA,NA,NA,113.301,0.404990353,0,0,13.2296,13.2293,,13.22945,13.662,13.6611,13.661,13.66105,0.4316,0.026609647
1_R2_333_AGED_TOP,1,R2,333,NA,AGED,TOP,1598,NA,NA,NA,101.711,1.129692503,0,0,13.1416,13.1415,,13.14155,14.4264,14.4261,14.4261,14.4261,1.28455,0.154857497
2_R2_20_AGED_TOP,2,R2,20,NA,AGED,TOP,1599,NA,NA,NA,108.471,0.388682115,0,0,13.1115,13.1113,,13.1114,13.5243,13.5242,,13.52425,0.41285,0.024167885
2_R2_333_AGED_TOP,2,R2,333,NA,AGED,TOP,1600,NA,NA,NA,101.243,1.144576538,0,0,13.3179,13.3178,,13.31785,14.616,14.6144,14.6145,14.61445,1.2966,0.152023462
3_R2_20_AGED_TOP,3,R2,20,NA,AGED,TOP,1602,NA,NA,NA,113.325,0.387203541,1,very slight,13.3494,13.3492,,13.3493,13.7792,13.7787,13.7788,13.77875,0.42945,0.042246459
3_R2_333_AGED_TOP,3,R2,333,NA,AGED,TOP,1605,NA,NA,NA,101.562,1.149093872,0,0,13.0895,13.0897,,13.0896,14.416,14.416,,14.416,1.3264,0.177306128
4_R2_20_AGED_TOP,4,R2,20,NA,AGED,TOP,1607,NA,NA,NA,109.6,0.387108385,1,very slight,13.2667,13.2666,,13.26665,13.6927,13.6923,13.6926,13.69245,0.4258,0.038691615
4_R2_333_AGED_TOP,4,R2,333,NA,AGED,TOP,1609,NA,NA,NA,105.447,1.192523982,0,0,13.4638,13.4636,,13.4637,14.8123,14.8124,,14.81235,1.34865,0.156126018
1_BS_20_AGED_TOP,1,BS,20,NA,AGED,TOP,1611,NA,NA,NA,111.723,0.401407372,0,0,13.4814,13.4815,,13.48145,13.9093,13.9092,,13.90925,0.4278,0.026392628
1_BS_333_AGED_TOP,1,BS,333,NA,AGED,TOP,1613,NA,NA,NA,98.363,1.116939722,0,0,13.342,13.3421,,13.34205,14.6563,14.657,14.6571,14.65705,1.315,0.198060278
2_BS_20_AGED_TOP,2,BS,20,NA,AGED,TOP,1616,NA,NA,NA,114.157,0.405711341,0,0,13.3246,13.3246,,13.3246,13.7645,13.7645,,13.7645,0.4399,0.034188659
2_BS_333_AGED_TOP,2,BS,333,NA,AGED,TOP,1617,NA,NA,NA,102.064,1.154885325,0,0,13.3416,13.3416,,13.3416,14.6869,14.6867,,14.6868,1.3452,0.190314675
3_BS_20_AGED_TOP,3,BS,20,NA,AGED,TOP,1620,NA,NA,NA,104.509,0.381194087,1,slight,13.1537,13.1537,,13.1537,13.5544,13.5542,,13.5543,0.4006,0.019405913
3_BS_333_AGED_TOP,3,BS,333,NA,AGED,TOP,1621,NA,NA,NA,101.236,1.135680866,0,0,13.2821,13.2822,,13.28215,14.6069,14.6065,,14.6067,1.32455,0.188869134
4_BS_20_AGED_TOP,4,BS,20,NA,AGED,TOP,1623,NA,NA,NA,107.884,0.388656496,1,very slight,13.4672,13.4675,,13.46735,13.8759,13.876,,13.87595,0.4086,0.019943504
4_BS_333_AGED_TOP,4,BS,333,NA,AGED,TOP,1625,NA,NA,NA,101.962,1.141055334,0,0,13.3186,13.3187,,13.31865,14.628,14.6279,,14.62795,1.3093,0.168244666
1_NR_20_AGED_TOP,1,NR,20,NA,AGED,TOP,1628,NA,NA,NA,111.217,0.402046014,1,slight,13.4529,13.4531,,13.453,13.8822,13.8821,,13.88215,0.42915,0.027103986
1_NR_333_AGED_TOP,1,NR,333,NA,AGED,TOP,1629,NA,NA,NA,102.919,1.145016689,0,0,13.3334,13.3326,13.3326,13.3326,14.6282,14.6282,,14.6282,1.2956,0.150583311
2_NR_20_AGED_TOP,2,NR,20,NA,AGED,TOP,1631,NA,NA,NA,107.023,0.381931544,0,0,13.4471,13.4472,,13.44715,13.863,13.863,,13.863,0.41585,0.033918456
2_NR_333_AGED_TOP,2,NR,333,NA,AGED,TOP,1634,NA,NA,NA,103.198,1.145624791,0,0,13.5115,13.5114,,13.51145,14.8202,14.8201,,14.82015,1.3087,0.163075209
3_NR_20_AGED_TOP,3,NR,20,NA,AGED,TOP,1637,NA,NA,NA,110.044,0.399050436,0,0,13.5036,13.5038,,13.5037,13.9192,13.9191,,13.91915,0.41545,0.016399564
3_NR_333_AGED_TOP,3,NR,333,NA,AGED,TOP,1638,NA,NA,NA,103.051,1.133734937,0,0,13.2487,13.2487,,13.2487,14.5853,14.5853,,14.5853,1.3366,0.202865063
4_NR_20_AGED_TOP,4,NR,20,NA,AGED,TOP,1640,NA,NA,NA,105.518,0.380348664,0,0,13.5266,13.5268,,13.5267,13.9248,13.9246,,13.9247,0.398,0.017651336
